업태별,시도별,시군구별,(사업자수) 당월①,(사업자수)전월②,증감율(①/②),(사업자수)전년동월③,증감율(①/③)
가전제품수리점,경상북도,경산시,36,36,100.00%,31,116.13%
가전제품수리점,경상북도,군위군,*,*,100.00%,*,100.00%
가전제품수리점,경상북도,의성군,12,12,100.00%,8,150.00%
가전제품수리점,경상북도,청송군,3,*,150.00%,3,100.00%
가전제품수리점,경상북도,영양군,*,*,100.00%,*,100.00%
가전제품수리점,경상북도,영덕군,11,12,91.67%,11,100.00%
가전제품수리점,경상북도,청도군,6,6,100.00%,4,150.00%
가전제품수리점,경상북도,고령군,4,4,100.00%,3,133.33%
가전제품수리점,경상북도,성주군,*,*,100.00%,*,100.00%
가전제품수리점,경상북도,칠곡군,18,18,100.00%,20,90.00%
가전제품수리점,경상북도,예천군,13,13,100.00%,11,118.18%
가전제품수리점,경상북도,봉화군,4,4,100.00%,4,100.00%
가전제품수리점,경상북도,울진군,5,6,83.33%,6,83.33%
가전제품수리점,경상북도,울릉군,4,4,100.00%,4,100.00%
가전제품수리점,부산광역시,중구,26,26,100.00%,25,104.00%
가전제품수리점,부산광역시,서구,28,28,100.00%,31,90.32%
가전제품수리점,부산광역시,동구,24,24,100.00%,19,126.32%
가전제품수리점,부산광역시,영도구,24,24,100.00%,22,109.09%
가전제품수리점,부산광역시,부산진구,113,117,96.58%,119,94.96%
가전제품수리점,부산광역시,동래구,65,64,101.56%,57,114.04%
가전제품수리점,부산광역시,남구,68,69,98.55%,65,104.62%
가전제품수리점,부산광역시,북구,66,63,104.76%,60,110.00%
가전제품수리점,부산광역시,해운대구,65,63,103.17%,59,110.17%
가전제품수리점,부산광역시,사하구,69,66,104.55%,55,125.45%
가전제품수리점,부산광역시,금정구,46,46,100.00%,46,100.00%
가전제품수리점,부산광역시,강서구,18,17,105.88%,17,105.88%
가전제품수리점,부산광역시,연제구,66,64,103.13%,61,108.20%
가전제품수리점,부산광역시,수영구,42,43,97.67%,34,123.53%
가전제품수리점,부산광역시,사상구,51,50,102.00%,41,124.39%
가전제품수리점,부산광역시,기장군,42,44,95.45%,37,113.51%
가전제품수리점,울산광역시,중구,90,91,98.90%,78,115.38%
가전제품수리점,울산광역시,남구,73,69,105.80%,58,125.86%
가전제품수리점,울산광역시,동구,32,29,110.34%,17,188.24%
가전제품수리점,울산광역시,북구,45,45,100.00%,42,107.14%
가전제품수리점,울산광역시,울주군,41,40,102.50%,33,124.24%
가전제품수리점,경상남도,창원시 의창구,105,105,100.00%,97,108.25%
가전제품수리점,경상남도,창원시 성산구,54,53,101.89%,44,122.73%
가전제품수리점,경상남도,창원시 마산합포구,42,40,105.00%,37,113.51%
가전제품수리점,경상남도,창원시 마산회원구,66,65,101.54%,57,115.79%
가전제품수리점,경상남도,창원시 진해구,40,41,97.56%,32,125.00%
가전제품수리점,경상남도,진주시,87,87,100.00%,77,112.99%
가전제품수리점,경상남도,통영시,59,59,100.00%,42,140.48%
가전제품수리점,경상남도,사천시,21,19,110.53%,15,140.00%
가전제품수리점,경상남도,김해시,93,90,103.33%,74,125.68%
가전제품수리점,경상남도,밀양시,25,24,104.17%,19,131.58%
가전제품수리점,경상남도,거제시,33,34,97.06%,38,86.84%
가전제품수리점,경상남도,양산시,88,91,96.70%,62,141.94%
가전제품수리점,경상남도,의령군,3,3,100.00%,3,100.00%
가전제품수리점,경상남도,함안군,16,17,94.12%,17,94.12%
가전제품수리점,경상남도,창녕군,8,8,100.00%,8,100.00%
가전제품수리점,경상남도,고성군,14,13,107.69%,14,100.00%
가전제품수리점,경상남도,남해군,4,4,100.00%,5,80.00%
가전제품수리점,경상남도,하동군,4,3,133.33%,*,200.00%
가전제품수리점,경상남도,산청군,6,6,100.00%,8,75.00%
가전제품수리점,경상남도,함양군,5,5,100.00%,4,125.00%
가전제품수리점,경상남도,거창군,12,12,100.00%,11,109.09%
가전제품수리점,경상남도,합천군,5,5,100.00%,4,125.00%
가전제품수리점,제주특별자치도,제주시,142,145,97.93%,127,111.81%
가전제품수리점,제주특별자치도,서귀포시,33,32,103.13%,33,100.00%
가전제품판매점,서울특별시,종로구,79,79,100.00%,75,105.33%
가전제품판매점,서울특별시,중구,142,142,100.00%,145,97.93%
가전제품판매점,서울특별시,용산구,91,91,100.00%,96,94.79%
가전제품판매점,서울특별시,성동구,33,34,97.06%,36,91.67%
가전제품판매점,서울특별시,광진구,70,68,102.94%,73,95.89%
가전제품판매점,서울특별시,동대문구,45,45,100.00%,43,104.65%
가전제품판매점,서울특별시,중랑구,72,69,104.35%,64,112.50%
가전제품판매점,서울특별시,성북구,41,41,100.00%,42,97.62%
가전제품판매점,서울특별시,강북구,36,36,100.00%,37,97.30%
가전제품판매점,서울특별시,도봉구,33,33,100.00%,32,103.13%
가전제품판매점,서울특별시,노원구,32,33,96.97%,35,91.43%
가전제품판매점,서울특별시,은평구,39,38,102.63%,40,97.50%
가전제품판매점,서울특별시,서대문구,39,38,102.63%,32,121.88%
가전제품판매점,서울특별시,마포구,33,34,97.06%,36,91.67%
가전제품판매점,서울특별시,양천구,49,48,102.08%,40,122.50%
가전제품판매점,서울특별시,강서구,63,65,96.92%,64,98.44%
가전제품판매점,서울특별시,구로구,55,55,100.00%,58,94.83%
가전제품판매점,서울특별시,금천구,43,42,102.38%,37,116.22%
가전제품판매점,서울특별시,영등포구,77,75,102.67%,81,95.06%
가전제품판매점,서울특별시,동작구,48,48,100.00%,48,100.00%
가전제품판매점,서울특별시,관악구,42,42,100.00%,45,93.33%
가전제품판매점,서울특별시,서초구,81,82,98.78%,89,91.01%
가전제품판매점,서울특별시,강남구,86,88,97.73%,88,97.73%
가전제품판매점,서울특별시,송파구,101,100,101.00%,104,97.12%
가전제품판매점,서울특별시,강동구,65,63,103.17%,57,114.04%
가전제품판매점,인천광역시,중구,14,14,100.00%,14,100.00%
가전제품판매점,인천광역시,동구,19,19,100.00%,23,82.61%
가전제품판매점,인천광역시,남구,0,0,/0,61,0.00%
가전제품판매점,인천광역시,미추홀구,58,58,100.00%,0,/0
가전제품판매점,인천광역시,연수구,20,21,95.24%,17,117.65%
가전제품판매점,인천광역시,남동구,68,67,101.49%,51,133.33%
가전제품판매점,인천광역시,부평구,58,59,98.31%,64,90.63%
가전제품판매점,인천광역시,계양구,36,36,100.00%,37,97.30%
가전제품판매점,인천광역시,서구,55,56,98.21%,41,134.15%
가전제품판매점,인천광역시,강화군,19,19,100.00%,17,111.76%
가전제품판매점,인천광역시,옹진군,6,6,100.00%,6,100.00%
가전제품판매점,경기도,수원시 장안구,28,28,100.00%,30,93.33%
가전제품판매점,경기도,수원시 권선구,59,61,96.72%,56,105.36%
가전제품판매점,경기도,수원시 팔달구,44,44,100.00%,49,89.80%
가전제품판매점,경기도,수원시 영통구,24,24,100.00%,23,104.35%
가전제품판매점,경기도,성남시 수정구,29,29,100.00%,30,96.67%
가전제품판매점,경기도,성남시 중원구,45,44,102.27%,47,95.74%
가전제품판매점,경기도,성남시 분당구,39,38,102.63%,38,102.63%
가전제품판매점,경기도,의정부시,56,56,100.00%,51,109.80%
가전제품판매점,경기도,안양시 만안구,32,32,100.00%,32,100.00%
가전제품판매점,경기도,안양시 동안구,50,49,102.04%,45,111.11%
가전제품판매점,경기도,부천시,135,131,103.05%,132,102.27%
가전제품판매점,경기도,광명시,37,37,100.00%,37,100.00%
가전제품판매점,경기도,평택시,73,72,101.39%,75,97.33%
가전제품판매점,경기도,동두천시,21,21,100.00%,24,87.50%
가전제품판매점,경기도,안산시 상록구,57,58,98.28%,55,103.64%
가전제품판매점,경기도,안산시 단원구,27,27,100.00%,24,112.50%
가전제품판매점,경기도,고양시 덕양구,71,71,100.00%,68,104.41%
가전제품판매점,경기도,고양시 일산동구,50,50,100.00%,47,106.38%
가전제품판매점,경기도,고양시 일산서구,33,33,100.00%,30,110.00%
가전제품판매점,경기도,과천시,6,6,100.00%,6,100.00%
가전제품판매점,경기도,구리시,42,43,97.67%,47,89.36%
가전제품판매점,경기도,남양주시,105,104,100.96%,104,100.96%
가전제품판매점,경기도,오산시,34,34,100.00%,31,109.68%
가전제품판매점,경기도,시흥시,51,50,102.00%,47,108.51%
가전제품판매점,경기도,군포시,29,29,100.00%,24,120.83%
가전제품판매점,경기도,의왕시,18,17,105.88%,14,128.57%
가전제품판매점,경기도,하남시,41,40,102.50%,27,151.85%
가전제품판매점,경기도,용인시 처인구,35,34,102.94%,26,134.62%
가전제품판매점,경기도,용인시 기흥구,39,39,100.00%,41,95.12%
가전제품판매점,경기도,용인시 수지구,30,29,103.45%,22,136.36%
가전제품판매점,경기도,파주시,67,67,100.00%,63,106.35%
가전제품판매점,경기도,이천시,41,41,100.00%,42,97.62%
가전제품판매점,경기도,안성시,36,37,97.30%,37,97.30%
가전제품판매점,경기도,김포시,60,58,103.45%,52,115.38%
가전제품판매점,경기도,화성시,70,69,101.45%,72,97.22%
가전제품판매점,경기도,광주시,68,68,100.00%,69,98.55%
가전제품판매점,경기도,양주시,34,34,100.00%,35,97.14%
가전제품판매점,경기도,포천시,29,29,100.00%,27,107.41%
가전제품판매점,경기도,여주시,22,23,95.65%,23,95.65%
가전제품판매점,경기도,연천군,10,10,100.00%,10,100.00%
가전제품판매점,경기도,가평군,11,11,100.00%,10,110.00%
가전제품판매점,경기도,양평군,22,22,100.00%,22,100.00%
가전제품판매점,강원도,춘천시,99,96,103.13%,91,108.79%
가전제품판매점,강원도,원주시,98,98,100.00%,93,105.38%
가전제품판매점,강원도,강릉시,61,62,98.39%,62,98.39%
가전제품판매점,강원도,동해시,22,22,100.00%,24,91.67%
가전제품판매점,강원도,태백시,12,13,92.31%,14,85.71%
가전제품판매점,강원도,속초시,26,26,100.00%,26,100.00%
가전제품판매점,강원도,삼척시,21,20,105.00%,21,100.00%
가전제품판매점,강원도,홍천군,14,14,100.00%,14,100.00%
가전제품판매점,강원도,횡성군,12,13,92.31%,13,92.31%
가전제품판매점,강원도,영월군,6,6,100.00%,6,100.00%
가전제품판매점,강원도,평창군,12,12,100.00%,14,85.71%
가전제품판매점,강원도,정선군,7,7,100.00%,8,87.50%
가전제품판매점,강원도,철원군,19,19,100.00%,18,105.56%
가전제품판매점,강원도,화천군,*,*,100.00%,*,100.00%
가전제품판매점,강원도,양구군,4,4,100.00%,5,80.00%
가전제품판매점,강원도,인제군,10,10,100.00%,9,111.11%
가전제품판매점,강원도,고성군,12,12,100.00%,12,100.00%
가전제품판매점,강원도,양양군,7,7,100.00%,8,87.50%
가전제품판매점,대전광역시,동구,49,50,98.00%,49,100.00%
가전제품판매점,대전광역시,중구,67,68,98.53%,70,95.71%
가전제품판매점,대전광역시,서구,88,86,102.33%,88,100.00%
가전제품판매점,대전광역시,유성구,38,37,102.70%,38,100.00%
가전제품판매점,대전광역시,대덕구,56,55,101.82%,49,114.29%
가전제품판매점,충청북도,청주시 상당구,52,51,101.96%,52,100.00%
가전제품판매점,충청북도,청주시 서원구,62,60,103.33%,62,100.00%
가전제품판매점,충청북도,청주시 흥덕구,54,53,101.89%,54,100.00%
가전제품판매점,충청북도,청주시 청원구,42,42,100.00%,41,102.44%
가전제품판매점,충청북도,충주시,64,64,100.00%,66,96.97%
가전제품판매점,충청북도,제천시,40,40,100.00%,38,105.26%
가전제품판매점,충청북도,보은군,11,11,100.00%,11,100.00%
가전제품판매점,충청북도,옥천군,12,12,100.00%,13,92.31%
가전제품판매점,충청북도,영동군,6,6,100.00%,7,85.71%
가전제품판매점,충청북도,증평군,14,14,100.00%,14,100.00%
가전제품판매점,충청북도,진천군,24,23,104.35%,21,114.29%
가전제품판매점,충청북도,괴산군,5,5,100.00%,5,100.00%
가전제품판매점,충청북도,음성군,30,30,100.00%,32,93.75%
가전제품판매점,충청북도,단양군,9,9,100.00%,9,100.00%
가전제품판매점,충청남도,천안시 동남구,71,71,100.00%,75,94.67%
가전제품판매점,충청남도,천안시 서북구,61,59,103.39%,60,101.67%
가전제품판매점,충청남도,공주시,29,30,96.67%,34,85.29%
가전제품판매점,충청남도,보령시,30,30,100.00%,30,100.00%
가전제품판매점,충청남도,아산시,56,54,103.70%,51,109.80%
가전제품판매점,충청남도,서산시,53,54,98.15%,49,108.16%
가전제품판매점,충청남도,논산시,38,40,95.00%,39,97.44%
가전제품판매점,충청남도,계룡시,7,7,100.00%,5,140.00%
가전제품판매점,충청남도,당진시,44,43,102.33%,47,93.62%
가전제품판매점,충청남도,금산군,19,18,105.56%,21,90.48%
가전제품판매점,충청남도,부여군,15,14,107.14%,12,125.00%
가전제품판매점,충청남도,서천군,12,12,100.00%,12,100.00%
가전제품판매점,충청남도,청양군,8,8,100.00%,10,80.00%
가전제품판매점,충청남도,홍성군,36,34,105.88%,36,100.00%
가전제품판매점,충청남도,예산군,20,20,100.00%,20,100.00%
가전제품판매점,충청남도,태안군,15,14,107.14%,14,107.14%
가전제품판매점,세종특별자치시,세종시,37,36,102.78%,32,115.63%
가전제품판매점,광주광역시,동구,35,35,100.00%,40,87.50%
가전제품판매점,광주광역시,서구,93,98,94.90%,92,101.09%
가전제품판매점,광주광역시,남구,40,41,97.56%,37,108.11%
가전제품판매점,광주광역시,북구,102,98,104.08%,96,106.25%
가전제품판매점,광주광역시,광산구,69,69,100.00%,74,93.24%
가전제품판매점,전라북도,전주시 완산구,110,107,102.80%,115,95.65%
가전제품판매점,전라북도,전주시 덕진구,94,94,100.00%,95,98.95%
가전제품판매점,전라북도,군산시,92,89,103.37%,90,102.22%
가전제품판매점,전라북도,익산시,69,71,97.18%,73,94.52%
가전제품판매점,전라북도,정읍시,40,39,102.56%,37,108.11%
가전제품판매점,전라북도,남원시,25,25,100.00%,27,92.59%
가전제품판매점,전라북도,김제시,16,17,94.12%,16,100.00%
가전제품판매점,전라북도,완주군,22,23,95.65%,21,104.76%
가전제품판매점,전라북도,진안군,7,6,116.67%,6,116.67%
가전제품판매점,전라북도,무주군,8,8,100.00%,8,100.00%
가전제품판매점,전라북도,장수군,6,6,100.00%,6,100.00%
가전제품판매점,전라북도,임실군,6,6,100.00%,6,100.00%
가전제품판매점,전라북도,순창군,7,7,100.00%,8,87.50%
가전제품판매점,전라북도,고창군,16,16,100.00%,13,123.08%
가전제품판매점,전라북도,부안군,12,12,100.00%,12,100.00%
가전제품판매점,전라남도,목포시,103,104,99.04%,109,94.50%
가전제품판매점,전라남도,여수시,84,84,100.00%,84,100.00%
가전제품판매점,전라남도,순천시,91,90,101.11%,90,101.11%
가전제품판매점,전라남도,나주시,24,24,100.00%,24,100.00%
가전제품판매점,전라남도,광양시,50,50,100.00%,49,102.04%
가전제품판매점,전라남도,담양군,11,10,110.00%,9,122.22%
가전제품판매점,전라남도,곡성군,11,11,100.00%,12,91.67%
가전제품판매점,전라남도,구례군,8,8,100.00%,9,88.89%
가전제품판매점,전라남도,고흥군,23,23,100.00%,24,95.83%
가전제품판매점,전라남도,보성군,19,19,100.00%,22,86.36%
가전제품판매점,전라남도,화순군,9,9,100.00%,9,100.00%
가전제품판매점,전라남도,장흥군,13,13,100.00%,13,100.00%
가전제품판매점,전라남도,강진군,15,15,100.00%,17,88.24%
가전제품판매점,전라남도,해남군,31,31,100.00%,33,93.94%
가전제품판매점,전라남도,영암군,19,19,100.00%,19,100.00%
가전제품판매점,전라남도,무안군,10,10,100.00%,11,90.91%
가전제품판매점,전라남도,함평군,8,8,100.00%,8,100.00%
가전제품판매점,전라남도,영광군,13,13,100.00%,14,92.86%
