업태별,시도명,시군구명,성별,(전체)당월①,(전체)전월②,증감율(①/②),(전체)전년동월③,증감율(①/③),(개인)당월①,(개인)전월②,증감율(①/②),(개인)전년동월③,증감율(①/③),(법인)당월①,(법인)전월②,증감율(①/②),(법인)전년동월③,증감율(①/③)
제조업,경기도,용인시 수지구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,경기도,파주시,남자,"6,554","6,522",100.49%,"6,233",105.15%,"3,954","3,942",100.30%,"3,787",104.41%,"2,600","2,580",100.78%,"2,446",106.30%
제조업,경기도,파주시,여자,"1,999","1,989",100.50%,"1,789",111.74%,"1,413","1,406",100.50%,"1,281",110.30%,586,583,100.51%,508,115.35%
제조업,경기도,파주시,미상,9,9,100.00%,9,100.00%,5,5,100.00%,5,100.00%,4,4,100.00%,4,100.00%
제조업,경기도,이천시,남자,"2,057","2,041",100.78%,"1,973",104.26%,"1,243","1,237",100.49%,"1,199",103.67%,814,804,101.24%,774,105.17%
제조업,경기도,이천시,여자,578,570,101.40%,541,106.84%,418,409,102.20%,391,106.91%,160,161,99.38%,150,106.67%
제조업,경기도,이천시,미상,11,11,100.00%,11,100.00%,8,8,100.00%,8,100.00%,3,3,100.00%,3,100.00%
제조업,경기도,안성시,남자,"3,054","3,034",100.66%,"2,927",104.34%,"1,575","1,561",100.90%,"1,510",104.30%,"1,479","1,473",100.41%,"1,417",104.38%
제조업,경기도,안성시,여자,731,734,99.59%,704,103.84%,498,499,99.80%,474,105.06%,233,235,99.15%,230,101.30%
제조업,경기도,안성시,미상,6,6,100.00%,7,85.71%,*,*,100.00%,*,100.00%,5,5,100.00%,6,83.33%
제조업,경기도,김포시,남자,"10,559","10,510",100.47%,"10,008",105.51%,"6,687","6,676",100.16%,"6,401",104.47%,"3,872","3,834",100.99%,"3,607",107.35%
제조업,경기도,김포시,여자,"2,676","2,658",100.68%,"2,480",107.90%,"1,936","1,922",100.73%,"1,802",107.44%,740,736,100.54%,678,109.14%
제조업,경기도,김포시,미상,8,9,88.89%,10,80.00%,3,4,75.00%,4,75.00%,5,5,100.00%,6,83.33%
제조업,경기도,화성시,남자,"21,872","21,758",100.52%,"20,812",105.09%,"13,138","13,106",100.24%,"12,708",103.38%,"8,734","8,652",100.95%,"8,104",107.77%
제조업,경기도,화성시,여자,"4,532","4,502",100.67%,"4,240",106.89%,"3,249","3,236",100.40%,"3,056",106.32%,"1,283","1,266",101.34%,"1,184",108.36%
제조업,경기도,화성시,미상,26,26,100.00%,28,92.86%,6,6,100.00%,6,100.00%,20,20,100.00%,22,90.91%
제조업,경기도,광주시,남자,"6,596","6,581",100.23%,"6,467",101.99%,"4,193","4,192",100.02%,"4,143",101.21%,"2,403","2,389",100.59%,"2,324",103.40%
제조업,경기도,광주시,여자,"1,749","1,736",100.75%,"1,626",107.56%,"1,246","1,238",100.65%,"1,163",107.14%,503,498,101.00%,463,108.64%
제조업,경기도,광주시,미상,5,5,100.00%,7,71.43%,3,3,100.00%,3,100.00%,*,*,100.00%,4,50.00%
제조업,경기도,양주시,남자,"4,209","4,181",100.67%,"4,118",102.21%,"2,903","2,890",100.45%,"2,881",100.76%,"1,306","1,291",101.16%,"1,237",105.58%
제조업,경기도,양주시,여자,"1,190","1,191",99.92%,"1,135",104.85%,927,927,100.00%,896,103.46%,263,264,99.62%,239,110.04%
제조업,경기도,양주시,미상,6,6,100.00%,6,100.00%,4,4,100.00%,4,100.00%,*,*,100.00%,*,100.00%
제조업,경기도,포천시,남자,"5,931","5,905",100.44%,"5,751",103.13%,"4,315","4,307",100.19%,"4,250",101.53%,"1,616","1,598",101.13%,"1,501",107.66%
제조업,경기도,포천시,여자,"1,758","1,751",100.40%,"1,700",103.41%,"1,391","1,382",100.65%,"1,347",103.27%,367,369,99.46%,353,103.97%
제조업,경기도,포천시,미상,4,4,100.00%,4,100.00%,3,3,100.00%,3,100.00%,*,*,100.00%,*,100.00%
제조업,경기도,여주시,남자,"1,142","1,135",100.62%,"1,099",103.91%,741,736,100.68%,726,102.07%,401,399,100.50%,373,107.51%
제조업,경기도,여주시,여자,370,370,100.00%,359,103.06%,286,286,100.00%,271,105.54%,84,84,100.00%,88,95.45%
제조업,경기도,여주시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,경기도,연천군,남자,333,334,99.70%,324,102.78%,197,196,100.51%,195,101.03%,136,138,98.55%,129,105.43%
제조업,경기도,연천군,여자,105,103,101.94%,105,100.00%,69,68,101.47%,63,109.52%,36,35,102.86%,42,85.71%
제조업,경기도,가평군,남자,304,299,101.67%,289,105.19%,201,199,101.01%,194,103.61%,103,100,103.00%,95,108.42%
제조업,경기도,가평군,여자,98,101,97.03%,101,97.03%,73,76,96.05%,80,91.25%,25,25,100.00%,21,119.05%
제조업,경기도,양평군,남자,482,474,101.69%,448,107.59%,358,352,101.70%,331,108.16%,124,122,101.64%,117,105.98%
제조업,경기도,양평군,여자,218,220,99.09%,217,100.46%,177,179,98.88%,174,101.72%,41,41,100.00%,43,95.35%
제조업,경기도,양평군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,강원도,춘천시,남자,"1,144","1,130",101.24%,"1,108",103.25%,732,721,101.53%,713,102.66%,412,409,100.73%,395,104.30%
제조업,강원도,춘천시,여자,483,478,101.05%,463,104.32%,367,365,100.55%,365,100.55%,116,113,102.65%,98,118.37%
제조업,강원도,춘천시,미상,3,3,100.00%,*,300.00%,3,3,100.00%,*,300.00%,,,,,
제조업,강원도,원주시,남자,"1,821","1,803",101.00%,"1,753",103.88%,"1,053","1,043",100.96%,"1,026",102.63%,768,760,101.05%,727,105.64%
제조업,강원도,원주시,여자,560,560,100.00%,547,102.38%,420,419,100.24%,414,101.45%,140,141,99.29%,133,105.26%
제조업,강원도,원주시,미상,4,4,100.00%,4,100.00%,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%
제조업,강원도,강릉시,남자,"1,004","1,007",99.70%,"1,026",97.86%,705,707,99.72%,713,98.88%,299,300,99.67%,313,95.53%
제조업,강원도,강릉시,여자,426,421,101.19%,407,104.67%,342,337,101.48%,333,102.70%,84,84,100.00%,74,113.51%
제조업,강원도,강릉시,미상,6,6,100.00%,6,100.00%,6,6,100.00%,6,100.00%,,,,,
제조업,강원도,동해시,남자,393,395,99.49%,385,102.08%,277,277,100.00%,270,102.59%,116,118,98.31%,115,100.87%
제조업,강원도,동해시,여자,161,158,101.90%,141,114.18%,121,119,101.68%,107,113.08%,40,39,102.56%,34,117.65%
제조업,강원도,동해시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,강원도,태백시,남자,150,150,100.00%,146,102.74%,97,98,98.98%,95,102.11%,53,52,101.92%,51,103.92%
제조업,강원도,태백시,여자,59,59,100.00%,60,98.33%,47,46,102.17%,46,102.17%,12,13,92.31%,14,85.71%
제조업,강원도,태백시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,강원도,속초시,남자,262,260,100.77%,256,102.34%,205,204,100.49%,205,100.00%,57,56,101.79%,51,111.76%
제조업,강원도,속초시,여자,130,129,100.78%,126,103.17%,115,114,100.88%,113,101.77%,15,15,100.00%,13,115.38%
제조업,강원도,속초시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,강원도,삼척시,남자,243,243,100.00%,250,97.20%,146,147,99.32%,156,93.59%,97,96,101.04%,94,103.19%
제조업,강원도,삼척시,여자,133,133,100.00%,124,107.26%,108,108,100.00%,101,106.93%,25,25,100.00%,23,108.70%
제조업,강원도,삼척시,미상,0,0,/0,*,0.00%,0,0,/0,*,0.00%,,,,,
제조업,강원도,홍천군,남자,355,354,100.28%,353,100.57%,218,219,99.54%,220,99.09%,137,135,101.48%,133,103.01%
제조업,강원도,홍천군,여자,131,131,100.00%,129,101.55%,105,106,99.06%,106,99.06%,26,25,104.00%,23,113.04%
제조업,강원도,홍천군,미상,*,*,100.00%,*,200.00%,*,*,100.00%,*,200.00%,,,,,
제조업,강원도,횡성군,남자,312,313,99.68%,293,106.48%,147,147,100.00%,138,106.52%,165,166,99.40%,155,106.45%
제조업,강원도,횡성군,여자,117,112,104.46%,110,106.36%,78,74,105.41%,71,109.86%,39,38,102.63%,39,100.00%
제조업,강원도,횡성군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,강원도,영월군,남자,208,209,99.52%,218,95.41%,107,108,99.07%,110,97.27%,101,101,100.00%,108,93.52%
제조업,강원도,영월군,여자,67,65,103.08%,65,103.08%,48,46,104.35%,47,102.13%,19,19,100.00%,18,105.56%
제조업,강원도,영월군,미상,3,3,100.00%,3,100.00%,3,3,100.00%,3,100.00%,,,,,
제조업,강원도,평창군,남자,205,203,100.99%,197,104.06%,116,115,100.87%,108,107.41%,89,88,101.14%,89,100.00%
제조업,강원도,평창군,여자,87,87,100.00%,89,97.75%,57,57,100.00%,64,89.06%,30,30,100.00%,25,120.00%
제조업,강원도,평창군,미상,0,0,/0,*,0.00%,0,0,/0,*,0.00%,,,,,
제조업,강원도,정선군,남자,162,161,100.62%,163,99.39%,103,103,100.00%,100,103.00%,59,58,101.72%,63,93.65%
제조업,강원도,정선군,여자,67,65,103.08%,64,104.69%,47,46,102.17%,48,97.92%,20,19,105.26%,16,125.00%
제조업,강원도,철원군,남자,177,174,101.72%,171,103.51%,95,94,101.06%,96,98.96%,82,80,102.50%,75,109.33%
제조업,강원도,철원군,여자,86,83,103.61%,73,117.81%,69,66,104.55%,60,115.00%,17,17,100.00%,13,130.77%
제조업,강원도,철원군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,강원도,화천군,남자,88,89,98.88%,97,90.72%,55,55,100.00%,59,93.22%,33,34,97.06%,38,86.84%
제조업,강원도,화천군,여자,36,35,102.86%,38,94.74%,29,28,103.57%,31,93.55%,7,7,100.00%,7,100.00%
제조업,강원도,양구군,남자,92,92,100.00%,87,105.75%,53,53,100.00%,48,110.42%,39,39,100.00%,39,100.00%
제조업,강원도,양구군,여자,34,33,103.03%,38,89.47%,25,24,104.17%,24,104.17%,9,9,100.00%,14,64.29%
제조업,강원도,인제군,남자,152,152,100.00%,147,103.40%,95,95,100.00%,93,102.15%,57,57,100.00%,54,105.56%
제조업,강원도,인제군,여자,52,51,101.96%,52,100.00%,44,43,102.33%,44,100.00%,8,8,100.00%,8,100.00%
제조업,강원도,인제군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,강원도,고성군,남자,157,155,101.29%,151,103.97%,97,95,102.11%,96,101.04%,60,60,100.00%,55,109.09%
제조업,강원도,고성군,여자,62,61,101.64%,54,114.81%,43,43,100.00%,35,122.86%,19,18,105.56%,19,100.00%
제조업,강원도,양양군,남자,142,142,100.00%,133,106.77%,93,93,100.00%,86,108.14%,49,49,100.00%,47,104.26%
제조업,강원도,양양군,여자,51,50,102.00%,50,102.00%,39,39,100.00%,37,105.41%,12,11,109.09%,13,92.31%
제조업,대전광역시,동구,남자,"1,506","1,502",100.27%,"1,489",101.14%,"1,232","1,231",100.08%,"1,230",100.16%,274,271,101.11%,259,105.79%
제조업,대전광역시,동구,여자,493,486,101.44%,468,105.34%,423,419,100.95%,406,104.19%,70,67,104.48%,62,112.90%
제조업,대전광역시,동구,미상,*,*,100.00%,3,33.33%,*,*,100.00%,*,50.00%,0,0,/0,*,0.00%
제조업,대전광역시,중구,남자,832,834,99.76%,834,99.76%,600,602,99.67%,605,99.17%,232,232,100.00%,229,101.31%
제조업,대전광역시,중구,여자,324,326,99.39%,312,103.85%,271,272,99.63%,264,102.65%,53,54,98.15%,48,110.42%
제조업,대전광역시,중구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,대전광역시,서구,남자,"1,242","1,240",100.16%,"1,202",103.33%,863,864,99.88%,839,102.86%,379,376,100.80%,363,104.41%
제조업,대전광역시,서구,여자,517,509,101.57%,458,112.88%,431,427,100.94%,383,112.53%,86,82,104.88%,75,114.67%
제조업,대전광역시,서구,미상,6,6,100.00%,6,100.00%,6,6,100.00%,6,100.00%,,,,,
제조업,대전광역시,유성구,남자,"2,262","2,257",100.22%,"2,193",103.15%,857,851,100.71%,834,102.76%,"1,405","1,406",99.93%,"1,359",103.38%
제조업,대전광역시,유성구,여자,537,532,100.94%,478,112.34%,354,350,101.14%,314,112.74%,183,182,100.55%,164,111.59%
제조업,대전광역시,유성구,미상,6,6,100.00%,9,66.67%,5,5,100.00%,7,71.43%,*,*,100.00%,*,50.00%
제조업,대전광역시,대덕구,남자,"2,984","2,976",100.27%,"2,952",101.08%,"2,165","2,163",100.09%,"2,148",100.79%,819,813,100.74%,804,101.87%
제조업,대전광역시,대덕구,여자,568,572,99.30%,574,98.95%,440,441,99.77%,443,99.32%,128,131,97.71%,131,97.71%
제조업,대전광역시,대덕구,미상,*,*,100.00%,*,100.00%,,,,,,*,*,100.00%,*,100.00%
제조업,충청북도,청주시 상당구,남자,672,671,100.15%,668,100.60%,496,497,99.80%,491,101.02%,176,174,101.15%,177,99.44%
제조업,충청북도,청주시 상당구,여자,268,266,100.75%,253,105.93%,224,222,100.90%,216,103.70%,44,44,100.00%,37,118.92%
제조업,충청북도,청주시 상당구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,충청북도,청주시 서원구,남자,"1,145","1,131",101.24%,"1,087",105.34%,755,749,100.80%,709,106.49%,390,382,102.09%,378,103.17%
제조업,충청북도,청주시 서원구,여자,396,393,100.76%,356,111.24%,303,298,101.68%,275,110.18%,93,95,97.89%,81,114.81%
제조업,충청북도,청주시 서원구,미상,5,5,100.00%,4,125.00%,5,5,100.00%,4,125.00%,,,,,
제조업,충청북도,청주시 흥덕구,남자,"2,186","2,180",100.28%,"2,119",103.16%,"1,246","1,247",99.92%,"1,211",102.89%,940,933,100.75%,908,103.52%
제조업,충청북도,청주시 흥덕구,여자,607,598,101.51%,590,102.88%,435,429,101.40%,427,101.87%,172,169,101.78%,163,105.52%
제조업,충청북도,청주시 흥덕구,미상,5,5,100.00%,5,100.00%,3,3,100.00%,3,100.00%,*,*,100.00%,*,100.00%
제조업,충청북도,청주시 청원구,남자,"2,292","2,270",100.97%,"2,171",105.57%,"1,430","1,417",100.92%,"1,349",106.00%,862,853,101.06%,822,104.87%
제조업,충청북도,청주시 청원구,여자,672,669,100.45%,624,107.69%,502,498,100.80%,458,109.61%,170,171,99.42%,166,102.41%
제조업,충청북도,청주시 청원구,미상,*,*,100.00%,4,50.00%,*,*,100.00%,*,100.00%,0,0,/0,*,0.00%
제조업,충청북도,충주시,남자,"1,437","1,426",100.77%,"1,405",102.28%,798,792,100.76%,799,99.87%,639,634,100.79%,606,105.45%
제조업,충청북도,충주시,여자,422,408,103.43%,405,104.20%,298,286,104.20%,287,103.83%,124,122,101.64%,118,105.08%
제조업,충청북도,충주시,미상,3,3,100.00%,3,100.00%,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%
제조업,충청북도,제천시,남자,676,666,101.50%,659,102.58%,407,402,101.24%,398,102.26%,269,264,101.89%,261,103.07%
제조업,충청북도,제천시,여자,249,247,100.81%,240,103.75%,192,192,100.00%,194,98.97%,57,55,103.64%,46,123.91%
제조업,충청북도,제천시,미상,4,4,100.00%,5,80.00%,*,*,100.00%,3,66.67%,*,*,100.00%,*,100.00%
제조업,충청북도,보은군,남자,255,255,100.00%,256,99.61%,142,142,100.00%,142,100.00%,113,113,100.00%,114,99.12%
제조업,충청북도,보은군,여자,99,99,100.00%,90,110.00%,72,72,100.00%,65,110.77%,27,27,100.00%,25,108.00%
제조업,충청북도,옥천군,남자,600,596,100.67%,586,102.39%,324,321,100.93%,318,101.89%,276,275,100.36%,268,102.99%
제조업,충청북도,옥천군,여자,197,197,100.00%,181,108.84%,146,146,100.00%,132,110.61%,51,51,100.00%,49,104.08%
제조업,충청북도,옥천군,미상,6,6,100.00%,6,100.00%,6,6,100.00%,6,100.00%,,,,,
제조업,충청북도,영동군,남자,288,289,99.65%,302,95.36%,191,194,98.45%,202,94.55%,97,95,102.11%,100,97.00%
제조업,충청북도,영동군,여자,98,97,101.03%,98,100.00%,78,77,101.30%,79,98.73%,20,20,100.00%,19,105.26%
제조업,충청북도,영동군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,충청북도,증평군,남자,241,240,100.42%,233,103.43%,137,139,98.56%,139,98.56%,104,101,102.97%,94,110.64%
제조업,충청북도,증평군,여자,76,77,98.70%,81,93.83%,62,63,98.41%,63,98.41%,14,14,100.00%,18,77.78%
제조업,충청북도,증평군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,충청북도,진천군,남자,"1,463","1,456",100.48%,"1,421",102.96%,638,635,100.47%,634,100.63%,825,821,100.49%,787,104.83%
제조업,충청북도,진천군,여자,346,341,101.47%,319,108.46%,200,200,100.00%,182,109.89%,146,141,103.55%,137,106.57%
제조업,충청북도,진천군,미상,4,4,100.00%,7,57.14%,*,*,100.00%,*,100.00%,*,*,100.00%,5,40.00%
제조업,충청북도,괴산군,남자,348,344,101.16%,344,101.16%,147,146,100.68%,140,105.00%,201,198,101.52%,204,98.53%
제조업,충청북도,괴산군,여자,134,136,98.53%,133,100.75%,89,89,100.00%,89,100.00%,45,47,95.74%,44,102.27%
제조업,충청북도,음성군,남자,"2,546","2,524",100.87%,"2,441",104.30%,"1,108","1,104",100.36%,"1,086",102.03%,"1,438","1,420",101.27%,"1,355",106.13%
제조업,충청북도,음성군,여자,635,625,101.60%,580,109.48%,384,379,101.32%,341,112.61%,251,246,102.03%,239,105.02%
제조업,충청북도,음성군,미상,4,4,100.00%,4,100.00%,*,*,100.00%,*,100.00%,3,3,100.00%,3,100.00%
제조업,충청북도,단양군,남자,182,183,99.45%,173,105.20%,105,105,100.00%,100,105.00%,77,78,98.72%,73,105.48%
제조업,충청북도,단양군,여자,64,63,101.59%,61,104.92%,45,45,100.00%,45,100.00%,19,18,105.56%,16,118.75%
제조업,충청북도,단양군,미상,*,*,100.00%,*,50.00%,*,*,100.00%,*,50.00%,,,,,
제조업,충청남도,천안시 동남구,남자,"2,355","2,348",100.30%,"2,289",102.88%,"1,415","1,417",99.86%,"1,396",101.36%,940,931,100.97%,893,105.26%
제조업,충청남도,천안시 동남구,여자,641,638,100.47%,613,104.57%,465,463,100.43%,446,104.26%,176,175,100.57%,167,105.39%
제조업,충청남도,천안시 동남구,미상,7,7,100.00%,8,87.50%,4,4,100.00%,4,100.00%,3,3,100.00%,4,75.00%
제조업,충청남도,천안시 서북구,남자,"4,059","4,047",100.30%,"3,842",105.65%,"2,170","2,158",100.56%,"2,048",105.96%,"1,889","1,889",100.00%,"1,794",105.30%
제조업,충청남도,천안시 서북구,여자,911,911,100.00%,867,105.07%,657,656,100.15%,618,106.31%,254,255,99.61%,249,102.01%
제조업,충청남도,천안시 서북구,미상,8,8,100.00%,12,66.67%,3,3,100.00%,3,100.00%,5,5,100.00%,9,55.56%
제조업,충청남도,공주시,남자,767,764,100.39%,749,102.40%,455,455,100.00%,456,99.78%,312,309,100.97%,293,106.48%
제조업,충청남도,공주시,여자,303,300,101.00%,298,101.68%,226,225,100.44%,226,100.00%,77,75,102.67%,72,106.94%
제조업,충청남도,공주시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,충청남도,보령시,남자,606,606,100.00%,618,98.06%,380,381,99.74%,397,95.72%,226,225,100.44%,221,102.26%
제조업,충청남도,보령시,여자,237,233,101.72%,223,106.28%,176,174,101.15%,167,105.39%,61,59,103.39%,56,108.93%
제조업,충청남도,보령시,미상,*,*,100.00%,4,25.00%,*,*,100.00%,3,33.33%,0,0,/0,*,0.00%
제조업,충청남도,아산시,남자,"4,058","4,032",100.64%,"3,870",104.86%,"2,105","2,091",100.67%,"2,000",105.25%,"1,953","1,941",100.62%,"1,870",104.44%
제조업,충청남도,아산시,여자,876,869,100.81%,825,106.18%,587,583,100.69%,550,106.73%,289,286,101.05%,275,105.09%
제조업,충청남도,아산시,미상,8,8,100.00%,8,100.00%,5,5,100.00%,4,125.00%,3,3,100.00%,4,75.00%
제조업,충청남도,서산시,남자,813,812,100.12%,785,103.57%,424,427,99.30%,400,106.00%,389,385,101.04%,385,101.04%
제조업,충청남도,서산시,여자,234,232,100.86%,209,111.96%,186,184,101.09%,166,112.05%,48,48,100.00%,43,111.63%
제조업,충청남도,서산시,미상,4,4,100.00%,6,66.67%,4,4,100.00%,6,66.67%,,,,,
제조업,충청남도,논산시,남자,956,949,100.74%,962,99.38%,540,539,100.19%,555,97.30%,416,410,101.46%,407,102.21%
제조업,충청남도,논산시,여자,371,372,99.73%,366,101.37%,272,271,100.37%,267,101.87%,99,101,98.02%,99,100.00%
제조업,충청남도,논산시,미상,3,3,100.00%,*,300.00%,*,*,100.00%,0,/0,*,*,100.00%,*,100.00%
제조업,충청남도,계룡시,남자,117,116,100.86%,104,112.50%,66,67,98.51%,62,106.45%,51,49,104.08%,42,121.43%
제조업,충청남도,계룡시,여자,43,43,100.00%,41,104.88%,33,33,100.00%,31,106.45%,10,10,100.00%,10,100.00%
제조업,충청남도,당진시,남자,"1,556","1,537",101.24%,"1,517",102.57%,772,765,100.92%,742,104.04%,784,772,101.55%,775,101.16%
제조업,충청남도,당진시,여자,367,363,101.10%,364,100.82%,241,238,101.26%,237,101.69%,126,125,100.80%,127,99.21%
제조업,충청남도,당진시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
제조업,충청남도,금산군,남자,"1,010","1,012",99.80%,"1,029",98.15%,583,587,99.32%,590,98.81%,427,425,100.47%,439,97.27%
제조업,충청남도,금산군,여자,440,437,100.69%,444,99.10%,344,340,101.18%,350,98.29%,96,97,98.97%,94,102.13%
